ItemCode;ItemProviderCode;Description;CreationDate;IsActive;FILTRO PER TIPO;COLLAUDO         MESE     ANNO;;REVISIONE MESE   ANNO;;Intervento Richiesto;Provenienza;Destinazione;prog. Scheda;StateId;DataUltima Movimentazione;OperatoreUltimoMovimento;NOTE O PROBLEMI
949;UNIVERSO;EP6CE;;;6;10;18;11;21;;MUSCETTA 38 A-B;MASSINI 80;;USO;16/12/2021;RI;REV CSQ 12/17: Depressurizzato dopo 6 mesi
950;;EP6CE;;;6;10;18;11;21;;MUSCETTA 38 A-B;MASSINI 80;;USO;16/12/2021;RI;REV CSQ 12/17: Depressurizzato dopo 6 mesi
951;UNIVERSO;EP6CE;;;6;9;21;9;21;;VALPADANA 118-126;UDINE 5 SC/A;;USO;16/09/2021;RI;
952;;EP6CE;;;6;2;18;2;18;;FIERAMOSCA 58;TRE ERRE S.A.S.;;USO;24/04/2018;;
953;;EP6CE;;;6;5;19;5;19;;COLAJANNI 19;PIAVE 2;;USO;11/07/2019;;
954;;EP6CE;;;6;5;23;5;23;;FANELLA 39;CAPESTRANO 31 SCALA B;;USO;31/05/2023;S;C+R COM 5/23
955;;EP6CE;;;6;9;20;9;20;;CAPESTRANO 1;VIGNA PIA 121;;USO;30/09/2020;RI;
956;STAR;EP6CE;;;6;5;23;5;23;;VERGARI PNEUMATICI;CAPESTRANO 31 SCALA B;;USO;31/05/2023;S;C+R COM 5/23
957;CSQ;EP6CE;;;6;9;19;9;19;;BONDI 41;AUTORIMESSA SIGNORINI;;USO;17/09/2019;;
958;CSQ;EP6CE;;;6;6;22;6;22;;ROCCATAGLIATA 4;VAL D'AOSTA 104;;USO;19/07/2022;RI;
959;;EP6CE;;;6;9;19;12;22;;ROCCAPORENA 18;MONSERRATO 6;;USO;09/12/2022;S;
960;SOPRAN;EP6CE;;;6;1;19;1;19;;BELLONI 10;PIAVE 2;;USO;28/01/2019;;
961;;EP6CE;;;6;3;20;3;23;;PELLATI 60;DAL POZZO 5\9;;USO;11/04/2023;S;VALV COM 3/23
962;SOPRAN;EP6CE;;;6;12;15;4;19;;ACCUMOLI 51;MERULANA 215;;USO;25/02/2020;GIO;
963;;EP6CE;;;6;9;21;9 ;21;;NICOLAI 73;MUSCETTA 38 A-B;;USO;08/10/2021;RI;
964;;EP6CE;;;6;3;20;10;20;;RISERVA;SANT ANNA LIVITELLO;;USO;11/11/2020;RI;REV + COLL CSQ 3/20: Depressurizzato dopo 6 mesi
965;;EP6CE;;;6;1;19;3;22;;FORTE TRIONFALE 38;MUSCETTA 132-140;;USO;21/04/2022;RI;
966;;EP6CE;;;6;11;20;11;20;;NISIO 53;IL CEDRO;;USO;14/12/2020;RI;
967;STAR;EP6CE;;;6;;;7;18;;VALPADANA 118-126;OJETTI 392 PAL A/B;;USO;27/07/2018;I;
968;STAR;EP6CE;;;6;1;19;1;19;;RUSPOLI 64;PIAVE 2;;USO;28/01/2019;;
969;CIODUE;EP6CE;;;6;;;7;18;;VALPADANA 118-126;OJETTI 392 PAL A/B;;USO;27/07/2018;RI;
970;;EP6CE;;;6;9;21;9;21;;TRASTEVERE 166/172;NICOLAI 73;;USO;15/09/2021;RI;
971;;EP6CE;;;6;4;21;9;21;;RISERVE;VERGARI PNEUMATICI;;USO;21/09/2021;RI;"REV CSQ 9/18: Depressurizzato dopo 2 anni e 6 mesi. 
REV + COLL CSQ 4/21: Depressurizzato dopo 2 mesi."
972;;EP6CE;;;6;9;19;1;23;;GOZZADINI 72;TARTANE 75;;USO;07/02/2023;S;
973;;EP6CE;;;6;9;19;1;23;;GOZZADINI 72;TARTANE 75;;USO;07/02/2023;S;
974;;EP6CE;;;6;3;23;3;23;;VILLA PAMPHILI 59;MUSCETTA 38 A-B;;USO;17/04/2023;S;VALV COM 3/23
975;AIR;EP6CE;;;6;6;22;6;22;;ROCCATAGLIATA 4;CREMONA 71;;USO;19/07/2022;RI;
976;;EP6CE;;;6;12;20;12;20;;RISERVA;DELEDDA 34;;USO;12/01/2021;RI;REV CSQ 1/16: Depressurizzato dopo 6 mesi.
977;;EP6CE;;;6;;;7;18;;VALPADANA 118-126;TRASTEVERE 166/172;;USO;23/07/2018;;
978;ITAL;EP6CE;;;6;9;20;9;20;;VALLE BORBERA 24;NISIO 53;;USO;05/10/2020;RI;
979;GIBI;EP6CE;;;6;11;20;11;20;;IL CEDRO;PORRO 1 BIS;;USO;14/12/2020;RI;
980;ITAL;EP6CE;;;6;5;19;6;22;;MARCHESINI 20;DE MICHELI 52;;USO;04/07/2022;RI;
981;EMME;EP6CE;;;6;11;19;11;19;;VAL MELAINA 75 D;VILLA ALESSANDRA;;USO;11/11/2019;;
982;AIR;EP6CE;;;6;5;19;6;22;;NUOVA ABRUZZO PAL B;CREMONA 71;;USO;19/07/2022;RI;
983;ITAL;EP6CE;;;6;5;19;5;19;;EFESO 35-43;NUOVA ABRUZZO PAL B;;USO;04/06/2019;;
984;ITAL;EP6CE;;;6;5;19;6;22;;QUERINI 1;MASSAI 3;;USO;18/07/2022;RI;
985;CSQ;EP6CE;;;6;6;20;6;20;;RISERVA;DELEDDA 34;;USO;12/01/2021;RI;REV + COLL CSQ 6/20: Depressurizzato dopo 5 mesi
986;EMME;EP6CE;;;6;11;19;12;22;;;DE ROSSI 30-34;;USO;26/01/2023;S;VALV COM 1\23
987;RACK;EP6CE;;;6;11;19;11;19;;ROCCAPORENA 18;VILLA ALESSANDRA;;USO;11/11/2019;F;
988;ITAL;EP6CE;;;6;9;21;9;21;;VALPADANA 118-126;NICOLAI 73;;USO;15/09/2021;RI;
989;;EP6CE;;;6;9;21;6;22;;STUCCHI 8;AMELIA 32/40;;USO;18/07/2022;RI;
990;AIR;EP6CE;;;6;6;19;6;22;;RUSPOLI 64;AMELIA 32/40;;USO;18/07/2022;RI;
991;AIR;EP6CE;;;6;12;15;9 ;21;;RISERVE;C. TRIONFALE 78;;USO;19/11/2021;RI;
992;AIR;EP6CE;;;6;4;21;9;21;;RISERVE;VERGARI PNEUMATICI;;USO;21/09/2021;RI;"REV CSQ 9/18: Depressurizzato dopo 2 anni e 6 mesi. 
REV + COLL CSQ 4/21: Depressurizzato dopo 2 mesi."
993;AIR;EP6CE;;;6;4;19;5;22;;NISIO 53;GIANNETTO VALLI 95;;USO;01/06/2022;RI;
994;AIR;EP6CE;;;6;;;4;19;;MENGOTTI 44;NISIO 53;;USO;19/04/2019;;
995;CSQ;EP6CE;;;6;5;20;5;23;;MUSCETTA 38 A-B;PANNONIA 12;;USO;26/05/2023;S;R+V COM 5/23
996;UNIV;EP6CE;;;6;;;11;21;;NICOLAI 73;DIVISIONE TORINO 60;;USO;04/01/2022;RI;
997;;EP6CE;;;6;2;22;5;22;;PROVINCIE 6;QUERINI 1;;USO;06/06/2022;RI;
998;GIBI;EP6CE;;;6;9;21;9;21;;VALPADANA 118-126;AMMIRAGLI 119 - 121;;USO;15/09/2021;RI;
999;AIR;EP6CE;;;6;9;21;9;21;;TRASTEVERE 166/172;BELLONI 10;;USO;10/09/2021;RI;
1000;SETRE;EP6CE;;;6;;;11;21;;ALTAVILLA IRPINA 7;DIVISIONE TORINO 60;;USO;04/01/2022;RI;
1001;SETRE;EP6CE;;;6;2;21;2;21;;RISERVA;POLLENZA 48/50;;USO;15/04/2021;RI;
1002;;EP6CE;;;6;4;19;5;22;;MUSCETTA 132 140;GIANNETTO VALLI 95;;USO;01/06/2022;RI;
1003;EMME;EP6CE;;;6;4;21;4;21;;VIGNA PIA 32;MENDOLA 119;;USO;10/05/2021;RI;
1004;EMME;EP6CE;;;6;;;4;18;;CERAUDO ALESSANDRO;VIGNA PIA 32;;USO;20/04/2018;;
1005;EMME;EP6CE;;;6;4;19;5;22;;MUSCETTA 132 140;GIANNETTO VALLI 95;;USO;01/06/2022;RI;
1006;;EP6CE;;;6;11;20;11;20;;RISERVA;DELEDDA 34;;USO;12/01/2021;RI;REV + COLL CSQ 6/20: Depressurizzato dopo 5 mesi
1007;CSQ;EP6CE;;;6;;;11;21;;AMMIRAGLI 119-121;RUSPOLI 64;;USO;06/12/2021;RI;
1008;;EP6CE;;;6;9;19;12;22;;MUSCETTA 132 140;DE ROSSI 4;;USO;26/01/2023;S;VALV COM 1\23
1009;EMME;EP6CE;;;6;9;19;12;22;;MUSCETTA 132 140;DE ROSSI 30-34;;USO;26/01/2023;S;VALV COM 1\23
1010;;EP6CE;;;6;3;21;3;21;;IL CEDRO;VIGNA PIA 32;;USO;19/04/2021;RI;
1011;CSQ;EP6CE;;;6;1;19;5;23;;VILLA ALESSANDRA;DOMODOSSOLA 11;;USO;30/05/2023;S;R+V COM 4/23
1012;EMME;EP6CE;;;6;;;11;21;;PORRO 1 BIS;MASSINI 80;;USO;16/12/2021;RI;
1013;AIR;EP6CE;;;6;1;15;11;21;;SOLAZZI 81;MASSINI 80;;USO;16/12/2021;RI;
1014;AIR;EP6CE;;;6;11;19;1;23;;RUSPOLI 64 (ASSEGN DIC 22);TROIANI 28;;USO;09/03/2023;S;REV CSQ 12/225: Depressurizzato pochi giorni
1015;CSQ;EP6CE;;;6;11;19;6;22;;SANTE VANDI 99;MUZIO SCEVOLA 65;;USO;13/07/2022;RI;
1016;EMME;EP6CE;;;6;11;19;12;22;;RUSPOLI 64;DE ROSSI 30-34;;USO;26/01/2023;S;VALV COM 1\23
1017;EMME;EP6CE;;;6;1;20;3;23;;TARTANE 75;VIGNA PIA 32;;USO;07/04/2023;S;VALV COM 3/23
1018;;EP6CE;;;6;;;11;21;;VALPADANA 118-126;MASSINI 80;;USO;16/12/2021;RI;
1019;;EP6CE;;;6;9;19;12;22;;ACCUMOLI 51;VAL PADANA 118/126;;USO;16/12/2022;S;
1020;;MAN UNI 45 MT 20;;;6;9;23;;;C;AMMIRAGLI 119-121;GUARESCHI 153;8;TO COM OTT 23;17/08/2023;A;C COM 9/23
1021;RACK;EP6CE;;;6;6;22;6;22;;PANNONIA 12;MUZIO SCEVOLA 65;;USO;13/07/2022;RI;
1022;;EP6CE;;;6;4;23;4;23;;GUICCIOLI 15;MUSCETTA 132/140;;USO;17/04/2023;S;VALV COM 4/23
1023;;EP6CE;;;6;5;20;5;20;;PELLATI 60;GIURECONSULTI 27;;USO;16/06/2020;RI;
1024;EMME;EP6CE;;;6;5;22;5;22;;DIVISIONE TORINO 60;PANNONIA 12;;USO;24/05/2022;RI;
1025;;EP6CE;;;6;5;23;5;23;;GUICCIOLI 15;CAPESTRANO 31 SCALA B;;USO;31/05/2023;S;C+R COM 5/23
1026;AIR;EP6CE;;;6;;;11;21;;VALPADANA 118-126;MASSINI 80;;USO;16/12/2021;RI;
1027;AIR;EP6CE;;;6;5;19;6;22;;NUOVA ABRUZZO PAL B;MUZIO SCEVOLA 28;;USO;13/07/2022;RI;
1028;CSQ;EP6CE;;;6;1;20;3;23;;TARTANE 75;CELLAMARE 6;;USO;28/03/2023;S;VALV COM 3/23
1029;;EP6CE;;;6;2;23;2;23;;MONSERRATO 6;PELLATI 60;;USO;09/03/2023;S;
1030;;EP6CE;;;6;6;22;6;22;;RISERVE;MARCHESINI 20;;USO;11/11/2022;S;REV + COLL CSQ 6/22: Depressurizzato dopo 3 mesi
1031;CSQ;EP6CE;;;6;3;21;3;21;;DELEDDA 36;POLLENZA 48/50;;USO;14/04/2021;RI;
1032;SETRE;EP6CE;;;6;6;21;6;21;;DELEDDA 36;VAL PADANA 118/126;;USO;25/06/2021;RI;
1033;SETRE;EP6CE;;;6;6;21;6;21;;DELEDDA 36;VAL PADANA 118/126;;USO;25/06/2021;RI;
1034;SETRE;EP6CE;;;6;6;21;6;21;;DELEDDA 36;VAL PADANA 118/126;;USO;25/06/2021;RI;
1035;;EP6CE;;;6;6;21;6;21;;DELEDDA 36;VAL PADANA 118/126;;USO;25/06/2021;RI;
1036;;EP6CE;;;6;2;23;2;23;;VERGARI PNEUMATICI;GUICCIOLI 15;;USO;10/03/2023;S;
1037;UNIV;EP6CE;;;6;6;22;6;22;;SANTA SECONDA 47 PALAZZINA A;DE ROSSI 30-34;;USO;14/07/2022;RI;
1038;;EP6CE;;;6;6;22;6;22;;SANTA SECONDA 47 PALAZZINA A;C.&D. PC SOLUTION ;;USO;05/07/2022;RI;
1039;;EP6CE;;;6;12;22;12;22;;CONCA D'ORO 221;VAL PADANA 118/126;;USO;16/12/2022;S;REV CSQ 5/15: Depressurizzato dopo 6 mesi.
1040;ABS;EP6CE;;;6;3;23;3;23;;VAL PADANA 118/126;ANGELINI 33;;USO;06/04/2023;S;VALV COM 3/23
1041;;MAN UNI 45 MT 20;;;6;9;23;;;C;AMMIRAGLI 119-121;BOX CRUTO 18/46;22;TO COM OTT 23;17/08/2023;A;C COM 9/23
1042;;MAN UNI 45 MT 20;;;6;9;23;;;C;AMMIRAGLI 119-121;RESEDIL PIAZZA G.AMBROSINI 79-2-5-7;79;TO COM OTT 23;17/08/2023;A;C COM 9/23
1043;;EP6CE;;;6;3;23;3;23;;VAL PADANA 118/126;ANGELINI 33;;USO;06/04/2023;S;VALV COM 3/23
1044;;EP6CE;;;6;9;22;9;22;;MADEO SANDRO;VIGNA PIA 32;;USO;13/10/2022;S;
1045;;EP6CE;;;6;9;22;9;22;;MADEO SANDRO;CONCA D'ORO 221;;USO;25/10/2022;S;
1046;;EP6CE;;;6;9;20;9;20;;BONIFACIO VIII° 22;VIGNA PIA 121;;USO;30/09/2020;RI;
1047;MAR;EP6CE;;;6;10;20;10;20;;VASI 18;PAOLO RENZI 165;;USO;05/11/2020;RI;
1048;MAR;EP6CE;;;6;7;22;7;22;;SANTE VANDI 99;VALLE DELLA STORTA 71C;;USO;26/10/2022;S;"REV + COLL CSQ 6/22: Depressurizzato alla consegna
REV + COLL CSQ 7/22: Depressurizzato dopo 2 mesi. Ritornato Ripressurizzato da CSQ  a Setteembre 22"
1049;AIR;EP6CE;;;6;6;22;6;22;;POGGIO DELLE CORTI 4;GOZZADINI 74;;USO;28/09/2022;S;
1050;UNIV;EP6CE;;;6;6;22;6;22;;POGGIO DELLE CORTI 4;VASI 20;;USO;26/09/2022;S;
1051;UNIV;EP6CE;;;6;6;22;6;22;;SANTE VANDI 99;STUDIO BURGARELLA;;USO;16/09/2022;G;
1052;MAR;EP6CE;;;6;11;20;11;20;;RISERVA;MARVELLI 6;;USO;15/01/2021;RI;
1053;GENIOFIRE;EP6CE;;;6;6;21;6;21;;VIGNA STELLUTI 157;APPIA NUOVA 433;;USO;05/07/2021;RI;
1054;MAR;EP6CE;;;6;12;20;12;20;;RISERVA;FURIO CAMILLO 79;;USO;09/03/2021;RI;
1055;GIBI;EP6CE;;;6;;;5;22;;TARQUINIO PRISCO 67;SANTE VANDI 99;;USO;24/05/2022;RI;
1056;CSQ;EP6CE;;;6;9;21;9;21;;APPIA NUOVA 433;NICOLAI 73;;USO;15/09/2021;RI;
1057;CSQ;EP6CE;;;6;6;22;6;22;;ANNIBALE MARIA DI FRANCIA 93;TARTANE 75;;USO;05/07/2022;RI;
1058;;EP6CE;;;6;;;8;16;;SIGNORINI 6,10,16,20;MAURI 4;;USO;19/04/2019;;
1059;CSQ;EP6CE;;;6;4;19;5;22;;MAURI 4;RUSPOLI 64;;USO;01/06/2022;RI;
1060;;EP6CE;;;6;2;22;4;23;;PROVINCIE 6;REVOLTELLA 106;;USO;21/04/2023;S;REV CSQ  2/22: Depressurizzato dopo 6 mesi per manomissione - 
1061;CSQ;EP6CE;;;6;7;22;7;22;;C.&D. PC SOLUTION ;MADEO SANDRO;;USO;27/09/2022;S;
1062;;MAN UNI 45 MT 20;;;6;9;23;;;C;AMMIRAGLI 119-121;RESEDIL PIAZZA G.AMBROSINI 79-2-5-7;79;TO COM OTT 23;17/08/2023;A;C COM 9/23
1063;CSQ;EP6CE;;;6;5;23;5;23;;VAL PADANA 118/126;CAPESTRANO 31 SCALA B;;USO;31/05/2023;S;C+R COM 5/23
1064;CSQ;EP6CE;;;6;3;23;3;23;C+R;AVV. GAZZERI (POMPEO NERI);OFFICINA MARIOTTI;;USO;25/03/2023;G;VALV COM 3/23
1065;;EP6CE;;;6;3;23;3;23;;VAL PADANA 118/126;EMERY 5;;USO;24/03/2023;S;VALV COM 3/23
1066;CSQ;EP6CE;;;6;3;20;4;23;;EMERY 5;ANGELUCCI;;USO;08/05/2023;S;R+V COM 4/23
1067;CSQ;EP6CE;;;6;3;20;3;20;;TARTANE 75;EMERY 5;;USO;18/05/2020;;
1068;CSQ;EP6CE;;;6;12;22;12;22;;MAURI 28;CASTELNUOVO DI GARFAGNANA 28;;USO;06/12/2022;S;
1069;RACK;EP6CE;;;6;2;23;2;23;;VAL PADANA 118/126;DE BLASI 26;;USO;07/04/2023;S;COL +REV COM M 1 - 2/23: Depressurizzato alla consegna -Pressurizzati a MAR 23 -  VALV COM 2/23
1070;AIR;EP6CE;;;6;10;20;10;20;;VASI 18;GIOVITA RAVIZZA 19;;USO;10/11/2020;GIO;
1071;CSQ;EP6CE;;;6;3;20;4;23;;EMERY 5;MAURI 23;;USO;18/04/2023;S;VALV COM 4/23
1072;AIR;EP6CE;;;6;3;20;3;20;;DE ROSSI 30-34;EMERY 5;;USO;18/05/2020;GIO;
1073;CSQ;EP6CE;;;6;3;20;4;23;;EMERY 5;GELSI 104/108;;USO;02/05/2023;S;VALV. COM 4/23
1074;AIR;EP6CE;;;6;3;20;3;20;;DE ROSSI 30-34;EMERY 5;;USO;18/05/2020;GIO;
1075;CSQ;EP6CE;;;6;3;20;4;24;;EMERY 5;STUCCHI 8;;USO;23/05/2023;A;R+V COM 4/23
1076;RACK;EP6CE;;;6;3;20;3;20;;DE ROSSI 30-34;EMERY 5;;USO;18/05/2020;;
1077;;EP6CE;;;6;1;20;3;23;;TARTANE 75;EMERY 5;;USO;24/03/2023;S;VALV COM 3/23
1078;RACK;EP6CE;;;6;5;20;4;23;;DAL POZZO 5/9;MANGONE 5;;USO;27/04/2023;S;VALV. COM 4/23
1079;RACK;EP6CE;;;6;10;20;10;20;;VIGNA PIA 121;GIOVITA RAVIZZA 19;;USO;10/11/2020;GIO;
1080;RACK;EP6CE;;;6;3;20;4;23;;DE ROSSI 30-34;CATANZARO 2 - PADOVA 4;;USO;12/05/2023;A;"P COM 5/23
R+V COM 4/23: Depressurizzato alla consegna"
1081;RACK;EP6CE;;;6;3;21;3;21;;PORRO 1 BIS;VASI 18;;USO;19/04/2021;RI;
1082;RACK;EP6CE;;;6;5;20;5;23;;DAL POZZO 5/9;GIOVITA RAVIZZA 19;;USO;18/05/2023;S;R+V COM 5/23
1083;;EP6CE;;;6;5;20;5;23;;FERRATELLA IN LATERANO 41;CAPESTRANO 31 SCALA B;;USO;31/05/2023;S;R+V COM 5/23
1084;RACK;EP6CE;;;6;7;22;7;22;;DE MICHELI 52;MADEO SANDRO;;USO;27/09/2022;S;
1085;GIBI;EP6CE;;;6;1;20;2;23;;DE ROSSI 30-34;GUICCIOLI 5;;USO;10/03/2023;S;
1086;CSQ;EP6CE;;;6;11;21;11;21;;NICOLAI 73;EDIFICIO 3;;USO;16/11/2021;RI;
1087;;EP6CE;;;6;9;20;9;20;;PORRO 1 BIS;VASI 18;;USO;13/10/2020;RI;
1088;RACK;EP6CE;;;6;;;11;21;;LA FEDELISSIMA;DIVISIONE TORINO 60;;USO;04/01/2022;RI;
1089;RACK;EP6CE;;;6;1;20;7;22;;DE ROSSI 30-34;ROCCAPORENA 18;;USO;26/09/2022;S;
1090;;EP6CE;;;6;;;1;19;;FURIO CAMILLO 79;VALMELAINA 75\D;;USO;06/02/2019;I;
1091;RACK;EP6CE;;;6;1;20;3;23;;DE ROSSI 30-34;EMERY 5;;USO;24/03/2023;S;VALV COM 3/23
1092;RACK;EP6CE;;;6;3;23;3;23;;VAL PADANA 118/126;EMERY 5;;USO;24/03/2023;S;VALV COM 3/23
1093;;EP6CE;;;6;1;20;2;23;;DE ROSSI 30-34;PALLAVICINI 31;;USO;10/03/2023;S;
1094;RACK;EP6CE;;;7;1;20;2;23;;DE ROSSI 4;TROIANI 7;;USO;09/03/2023;S;
1095;RACK;EP6CE;;;6;1;20;3;23;R;MARVELLI 6 ED.1;AURELIA ANTICA 354;;USO;13/03/2023;G;VALV COM 3/23
1096;;EP6CE;;;6;7;22;7;22;;CAPITANATA 8;PALLAVICINI 21;;USO;09/09/2022;RI;
1097;RACK;EP6CE;;;6;12;21;12;21;;EDIFICIO 3;BOX BONIFACIO VIII 26;;USO;20/01/2022;RI;
1098;RAK;EP6CE;;;6;3;21;3;21;;SANT'ANNA LIVITELLO;VIGNA PIA 32;;USO;19/04/2021;RI;
1099;;EP6CE;;;6;3;22;3;22;;PROVINCIE 6;TARTQUINIO PRISCO 67;;USO;12/04/2022;RI;
1100;RACK;EP6CE;;;6;6;21;6;21;;RISERVA;TARTANE 75;;USO;08/07/2021;RI;
1101;RACK;EP6CE;;;6;;;11;21;;SANT'ANNA LIVITELLO;DIVISIONE TORINO 60;;USO;04/01/2022;RI;
1102;CSQ;EP6CE;;;6;3;22;3;22;;ALBANO 80;MAURI 4;;USO;14/04/2022;RI;
1103;STAR;EP6CE;;;6;7;20;7;20;;EMERY 5;VALLE BORBERA 24;;USO;12/08/2020;G;
1104;STAR;EP6CE;;;6;;;5;22;;ARCA 42;SANTE VANDI 99;;USO;24/05/2022;RI;
1105;STAR;EP6CE;;;6;;;11;21;;VIGNA PIA 32;MASSINI 80;;USO;16/12/2021;RI;REV CSQ 5/15: Depressurizzato dopo 6 mesi
1106;RACK;EP6CE;;;6;;;11;21;;VASI 18;MASSINI 80;;USO;16/12/2021;RI;
1107;RACK;EP6CE;;;6;7;22;7;22;;DE MICHELI 52;PALLAVICINI 12;;USO;09/09/2022;RI;REV GUPA 12/15: Depressurizzato dopo 6 mesi
1108;SCARD.;EP6CE;;;6;7;22;7;22;;ARCA 42;GOZZADINI 74;;USO;28/09/2022;S;REV CSQ 5/15: Depressurizzato dopo 6 mesi
1109;;EP6CE;;;6;10;22;10;22;;ROCCAPORENA 8/20;MAURI 28;;USO;14/11/2022;S;
1110;;EP6CE;;;6;7;22;7;22;;ARCA 42;PAISIELLO 27;;USO;29/09/2022;S;
1111;EMME;EP6CE;;;6;7;22;7;22;;PROVINCIE 23/A (ASS SET 22);EMILIANO GALIFFA TABACCHERIA;;USO;21/10/2022;S;
1112;;EP6CE;;;6;12;22;12;22;;CASSIA 486;BOEZIO 5-7 - VIRGILIO 3;;USO;09/12/2022;S;
1113;;EP6CE;;;6;12;22;12;22;;BOEZIO 5-7 - VIRGILIO 3;TARTANE 75;;USO;07/02/2023;S;
1114;;EP6CE;;;6;5;23;5;23;;ANGELINI 3;COOPERATIVA BASSA SABINA 2;;USO;22/05/2023;S;C+R COM 5/23
1115;;EP6CE;;;6;12;22;12;22;;CASSIA 486;VAL PADANA 118/126;;USO;16/12/2022;S;
1116;;EP6CE;;;6;5;23;5;23;;ANGELINI 3;CAPESTRANO 31 SCALA B;;USO;31/05/2023;S;C+R COM 5/23
1117;;EP6CE;;;6;12;22;12;22;;CASSIA 486;VAL PADANA 118/126;;USO;16/12/2022;S;
1118;;EP6CE;;;6;12;22;12;22;;PALLAVICINI 21;VAL PADANA 118/126;;USO;16/12/2022;S;
1119;;EP6CE;;;6;3;23;3;23;;CASTELNUOVO DI GARFAGNANA 28;EMERY 5;;USO;24/03/2023;S;VALV COM 3/23
1120;;EP6CE;;;6;9;20;9;20;;DALEDDA 40;VASI 18;;USO;13/10/2020;RI;
1121;;EP6CE;;;6;9;20;9;20;;RISERVA;PENTIMALLI 43;;USO;05/10/2020;RI;
1122;;EP6CE;;;6;10;20;10;20;;DALEDDA 40;PIASTRA C1;;USO;17/11/2020;RI; 
1123;STAR;EP6CE;;;6;;;11;21;;DALEDDA 40;MASSINI 80;;USO;16/12/2021;RI;
1124;STAR;EP6CE;;;6;5;22;5;22;;DIVISIONE TORINO 60;SANTE VANDI 99;;USO;24/05/2022;RI;
1125;,;EP6CE;;;6;5;22;5;22;;DIVISIONE TORINO 60;MONTPELLIER 25;;USO;06/06/2022;RI;
1126;STAR;EP6CE;;;6;4;21;11;21;;MASSINI 80;;;USO;12/07/2022;RI;
1127;;EP6CE;;;6;12;22;12;22;;CASSIA 486;VAL PADANA 118/126;;USO;16/12/2022;S;
1128;CSQ;EP6CE;;;6;9;21;9;21;;DE ROSSI 30-34;NICOLAI 73;;USO;15/09/2021;RI;REV CSQ 1/14: Depressurizzato dopo 6 mesi
1129;EMME;EP6CE;;;6;;;10;20;;RISERVA;VALPADANA 43;;USO;13/11/2020;RI;
1130;RAK;EP6CE;;;6;3;21;3;21;;PORRO 1 BIS;PALEOCAPA 18;;USO;06/04/2021;RI;
1131;;EP6CE;;;6;12;22;12;22;;CAPPELLI 18;CITTA' DI CASCIA 31;;USO;14/12/2022;S;
1132;LE.LO.;EP6CE;;;6;;;9;20;;ALTAVILLA IRPINA 7;ALOISI 4;;USO;30/09/2020;RI;
1133;;EP6CE;;;6;;;9;20;;POMPEO NERI;ALOISI 4;;USO;30/09/2020;RI;
1134;;EP6CE;;;6;12;22;12;22;;CAPPELLI 18;VAL PADANA 118/126;;USO;16/12/2022;S;
1135;;EP6CE;;;6;12;22;12;22;;CAPPELLI 18;TARTANE 75;;USO;07/02/2023;S;
1136;SIRE;EP6CE;;;6;;;9;20;;TARTANE 75;AMBULATORIO VETERINARIO;;USO;22/09/2020;RI;
1137;ABS;EP6CE;;;6;6;22;6;22;;POGGIO DELLE CORTI 4;MOMA;;USO;23/08/2022;G;REV + COLL CSQ 6/21: Depressurizzato dopo 1 anno
1138;;EP6CE;;;6;4;23;4;23;;ERETUM;BOX FERRATELLA IN LATERANO 41;;USO;21/04/2023;S;VALV COM 4/23
1139;SIRE;EP6CE;;;6;3;21;3;21;;PORRO 1 BIS;TARQUINIO PRISCO 67;;USO;12/04/2021;RI;
1140;SIRE;EP6CE;;;6;12;20;9;21;;RISERVE;VERGARI PNEUMATICI;;USO;21/09/2021;RI;"REV CSQ 6/18: Depressurizzato dopo 2 anni
REV + COLL CSQ 12/20: Depressurizzato dopo 6 mesi
"
1141;AIR;EP6CE;;;6;;;11;20;;REZZATO 128;PORRO 1 BIS;;USO;14/12/2020;RI;
1142;;EP6CE;;;6;;;1;18;;RISERVA;VESSELLA 31;;USO;25/01/2018;G;
1143;;EP6CE;;;6;3;23;3;23;;PELLATI 60;AUTORIMESSA PALEOCAPA 18 ;;USO;07/04/2023;S;VALV COM 3/23
1144;FEM;EP6CE;;;6;;;2;22;;TEHERAN 15 SC 11 C1;PIANETA VENERE 15;;USO;01/03/2022;GIO;
1145;AIR;EP6CE;;;6;4;23;4;23;;AMBULATORIO VETERINARIO;BOX FERRATELLA IN LATERANO 41;;USO;21/04/2023;S;VALV COM 4/23
1146;CSQ;EP6CE;;;6;;;5;18;;NOSATE 74 A2;PICCAGLI 3;;USO;24/05/2018;RI;
1147;CSQ;EP6CE;;;6;3;22;3;22;;DIVISIONE TORINO 60;CORAZZIERI 62 - SOMMOZZATORI 45/47;;USO;11/04/2022;RI;
1148;RACK;EP6CE;;;6;5;22;5;22;;TEHERAN 15 SC 11 C1;ANNIBALE MARIA DI FRANCIA 93;;USO;20/05/2022;RI;
1149;;EP6CE;;;6;;;1;19;;NOSATE 67;TEHRAN 15;;USO;05/02/2019;;
1150;CSQ;EP6CE;;;6;5;22;5;22;;TEHERAN 15 SC 11 C1;ANNIBALE MARIA DI FRANCIA 93;;USO;20/05/2022;RI;
1151;CSQ;EP6CE;;;6;;;1;19;;NOSATE 67;TEHRAN 15;;USO;05/02/2019;G;
1152;CSQ;EP6CE;;;6;;;10;20;;LEGA LOMBARDA 8;REZZATO 128;;USO;13/11/2020;RI;
